iter	RMSE
340	3.264121555
341	3.259113445
342	3.257575639
343	3.253458986
344	3.251707934
345	3.250874759
346	3.248318688
347	3.245717515
348	3.241148052
349	3.23900188
350	3.237060196
351	3.235588583
352	3.233396039
353	3.23143121
354	3.229834046
355	3.22745084
356	3.223857008
357	3.222211424
358	3.218847232
359	3.216325139
360	3.21417249
361	3.212305825
362	3.210473797
363	3.207477725
364	3.205710397
365	3.203197938
366	3.20157474
367	3.19997486
368	3.197248552
369	3.195519183
370	3.193113036
371	3.191048951
372	3.189079133
373	3.186990255
374	3.183527609
375	3.181846214
376	3.180288177
377	3.177770134
378	3.176261964
379	3.174299104
380	3.172715689
381	3.170351362
382	3.168491727
383	3.166169006
384	3.164419999
385	3.161680468
386	3.159596409
387	3.157898452
388	3.156462313
389	3.154854654
390	3.151787887
391	3.149623312
392	3.147932502
393	3.146338443
394	3.144495771
395	3.142585514
396	3.141054449
397	3.138917884
398	3.135869774
399	3.134636511
400	3.129448243
401	3.127711148
402	3.124509033
403	3.122441135
404	3.121103871
405	3.119011615
406	3.117688679
407	3.116249111
408	3.114560477
409	3.113231657
410	3.111956636
411	3.109919948
412	3.108546789
413	3.107613388
414	3.1062553
415	3.104885353
416	3.103219207
417	3.102006717
418	3.09908291
419	3.097838462
420	3.096759046
421	3.095600346
422	3.094170989
423	3.092718551
424	3.09125996
425	3.090526492
426	3.089062452
427	3.087946726
428	3.086150848
429	3.084785666
430	3.083603412
431	3.081690548
432	3.080487581
433	3.078970148
434	3.075478086
435	3.074400639
436	3.072022753
437	3.0708926
438	3.07016015
439	3.067565847
440	3.066084986
441	3.064506857
442	3.063191175
443	3.061001371
444	3.059960734
445	3.057852329
446	3.056817275
447	3.053311403
448	3.050772435
449	3.049521531
450	3.048693333
451	3.047546724
452	3.04670977
453	3.045155751
454	3.044087987
455	3.04218005
456	3.040944023
457	3.039505657
458	3.036922607
459	3.035892531
460	3.034528221
461	3.031685616
462	3.031063688
463	3.029457529
464	3.02839326
465	3.02706311
466	3.024935241
467	3.023479013
468	3.022124588
469	3.021293292
470	3.02018567
471	3.019433503
472	3.018196004
473	3.015231409
474	3.013196766
475	3.011028139
476	3.010398455
477	3.009415241
478	3.007802006
479	3.004121184
480	3.003292643
481	3.000671108
482	2.997771209
483	2.99540127
484	2.993942281
485	2.991929731
486	2.990506571
487	2.989045605
488	2.986941371
489	2.984499131
490	2.982137507
491	2.980723102
492	2.978347889
493	2.977312359
494	2.975670802
495	2.974691168
496	2.973216704
497	2.972226634
498	2.970053606
499	2.969074585
500	2.968132388
501	2.967423389
502	2.966701886
503	2.965290933
504	2.964632901
505	2.962671551
506	2.961399792
507	2.960275591
508	2.959608722
509	2.958378826
510	2.957280077
511	2.95485996
512	2.953643193
513	2.952504533
514	2.951384128
515	2.950466699
516	2.9489808
517	2.947984132
518	2.944597686
519	2.942786499
520	2.940596921
521	2.938965094
522	2.936521083
523	2.935570681
524	2.933726638
525	2.93029809
526	2.929169562
527	2.927757087
528	2.925146568
529	2.924491921
530	2.922139955
531	2.921481475
532	2.919058014
533	2.917877938
534	2.916611198
535	2.915657551
536	2.9146335
537	2.913993763
538	2.910285137
539	2.909637953
540	2.907904093
541	2.906966584
542	2.905396351
543	2.903278972
544	2.900651039
545	2.899814717
546	2.898559883
547	2.897055306
548	2.895089118
549	2.893910608
550	2.890512715
551	2.888543717
552	2.886532353
553	2.885124992
554	2.884523765
555	2.882459577
556	2.881723125
557	2.880573186
558	2.879720873
559	2.877543385
560	2.876533603
561	2.875268172
562	2.872908463
563	2.87177306
564	2.871120418
565	2.870520018
566	2.869986446
567	2.869405393
568	2.868564159
569	2.86788516
570	2.867535244
571	2.866469372
572	2.865312428
573	2.863757478
574	2.862339149
575	2.861291796
576	2.859380353
577	2.858092133
578	2.85735079
579	2.856640556
580	2.855981144
581	2.85385612
582	2.853379367
583	2.852617288
584	2.851366522
585	2.850401533
586	2.847829475
587	2.847135234
588	2.845616179
589	2.844340419
590	2.843299121
591	2.842115371
592	2.840136198
593	2.838961284
594	2.836296848
595	2.834295928
596	2.832455833
597	2.830888223
598	2.82931961
599	2.828532184
600	2.827695991
601	2.826370668
602	2.825761971
603	2.824312866
604	2.823688172
605	2.821959795
606	2.820494247
607	2.819976205
608	2.8191138
609	2.818008634
610	2.816403948
611	2.814475102
612	2.813172898
613	2.812496737
614	2.80843577
615	2.806938285
616	2.805528669
617	2.804806064
618	2.803727716
619	2.802543079
620	2.801801888
621	2.800842038
622	2.799953849
623	2.798462486
624	2.797220005
625	2.796828179
626	2.795078226
627	2.793842159
628	2.791978063
629	2.789740115
630	2.788182698
631	2.787097901
632	2.785616317
633	2.78387735
634	2.782805631
635	2.781285567
636	2.779569669
637	2.778106948
638	2.777595217
639	2.777200552
640	2.774829871
641	2.773388387
642	2.772249172
643	2.770293679
644	2.767393654
645	2.766750853
646	2.766102784
647	2.765793466
648	2.764645657
649	2.763452603
650	2.762812363
651	2.761483231
652	2.761150374
653	2.76071724
654	2.760098347
655	2.758868472
656	2.757865357
657	2.756931522
658	2.755314876
659	2.754946238
660	2.75219948
661	2.751108015
662	2.749990176
663	2.74914366
664	2.747845192
665	2.746767525
666	2.745194423
667	2.744626723
668	2.743268602
669	2.742131524
670	2.741209075
671	2.739015739
672	2.737089573
673	2.735476988
674	2.734473454
675	2.734100318
676	2.732078984
677	2.730549361
678	2.729996009
679	2.729245212
680	2.728185611
681	2.727933363
682	2.726819286
683	2.725360481
684	2.724794728
685	2.724091311
686	2.72332206
687	2.722285784
688	2.72094135
689	2.719483746
690	2.718273826
691	2.717292194
692	2.71658832
693	2.715245941
694	2.714589519
695	2.712584838
696	2.712005639
697	2.71022215
698	2.709051883
699	2.708098835
700	2.706957491
701	2.705848111
702	2.703731985
703	2.703010512
704	2.70243506
705	2.69984903
706	2.699320573
707	2.698564317
708	2.697056696
709	2.696247666
710	2.695427277
711	2.692988042
712	2.692243024
713	2.69147705
714	2.690789658
715	2.689773854
716	2.688844702
717	2.687522799
718	2.685906252
719	2.684403135
720	2.683658989
721	2.683098573
722	2.682171675
723	2.68168926
724	2.679882971
725	2.679060796
726	2.678182745
727	2.677387457
728	2.676118811
729	2.67580087
730	2.67452543
731	2.673871152
732	2.673087033
733	2.669402174
734	2.668087285
735	2.66703219
736	2.666415701
737	2.665962592
738	2.664983533
739	2.663981962
740	2.661207367
741	2.66037165
742	2.658680623
743	2.65698528
744	2.656019214
745	2.654062955
746	2.651740934
747	2.650614338
748	2.649865587
749	2.648925732
750	2.647258921
751	2.645971208
752	2.64376722
753	2.642269471
754	2.641250568
755	2.640035253
756	2.63965716
757	2.638889133
758	2.638316158
759	2.637915208
760	2.635441404
761	2.634828702
762	2.63446526
763	2.633780335
764	2.631939802
765	2.631179286
766	2.630597742
767	2.62930165
768	2.628650822
769	2.627880871
770	2.627171555
771	2.625062767
772	2.623839833
773	2.622178562
774	2.620090345
775	2.619168642
776	2.61846128
777	2.615025721
778	2.613590253
779	2.612487781
780	2.611541703
781	2.610774968
782	2.609910804
783	2.607015928
784	2.606429757
785	2.605959376
786	2.605808669
787	2.605279175
788	2.603724036
789	2.60269187
790	2.601890487
791	2.601128597
792	2.600299794
793	2.599673071
794	2.599225631
795	2.597859536
796	2.597731785
797	2.596576612
798	2.595912476
799	2.595000686
800	2.591899416
801	2.590604001
802	2.588779255
803	2.588111017
804	2.587494904
805	2.586190686
806	2.585627152
807	2.583824199
808	2.583368198
809	2.581504949
810	2.58099507
811	2.580022067
812	2.579464092
813	2.579066677
814	2.57858175
815	2.577356164
816	2.576376611
817	2.574991665
818	2.574089057
819	2.573366849
820	2.572551042
821	2.569910668
822	2.568182916
823	2.566561729
824	2.565530516
825	2.564537915
826	2.56368833
827	2.562896929
828	2.561802063
829	2.560810571
830	2.560275855
831	2.560067537
832	2.55961619
833	2.559014353
834	2.558095459
835	2.556169591
836	2.555020109
837	2.553930267
838	2.55292806
839	2.551748582
840	2.550110683
841	2.54888319
842	2.5487215
843	2.547964659
844	2.54686657
845	2.546340406
846	2.545531452
847	2.543183044
848	2.542118163
849	2.541361622
850	2.540360492
851	2.539931125
852	2.539225814
853	2.538392199
854	2.537329679
855	2.536711161
856	2.535549037
857	2.533862966
858	2.532855566
859	2.532170135
860	2.531172519
861	2.530593148
862	2.529526082
863	2.528652928
864	2.527764484
865	2.526387109
866	2.525413165
867	2.524980404
868	2.524450245
869	2.523820446
870	2.521298068
871	2.520189032
872	2.519688838
873	2.519032644
874	2.518438019
875	2.516957148
876	2.51604467
877	2.51526552
878	2.513167457
879	2.510186375
880	2.509717934
881	2.50808637
882	2.507037941
883	2.506565852
884	2.505769402
885	2.504383122
886	2.502900611
887	2.502017758
888	2.5014117
889	2.500331608
890	2.499791116
891	2.498553622
892	2.497455707
893	2.497015014
894	2.495847564
895	2.493193049
896	2.492344756
897	2.492063147
898	2.491488652
899	2.491017266
900	2.49007467
901	2.489736066
902	2.488351126
903	2.487899505
904	2.486020216
905	2.485447647
906	2.483503312
907	2.483042387
908	2.481962698
909	2.481344548
910	2.481206036
911	2.480703925
912	2.480132185
913	2.479349073
914	2.478383568
915	2.476553905
916	2.475051632
917	2.473815339
918	2.47335381
919	2.47258256
920	2.472074999
921	2.47135128
922	2.470644436
923	2.46960717
924	2.467366217
925	2.466921855
926	2.465930918
927	2.465177915
928	2.464763492
929	2.463991849
930	2.463262234
931	2.462294669
932	2.460318821
933	2.45987136
934	2.459382091
935	2.457738739
936	2.457300922
937	2.45678686
938	2.456022637
939	2.455451901
940	2.454769765
941	2.454061836
942	2.453197692
943	2.452630382
944	2.451041998
945	2.450936154
946	2.450329198
947	2.449856704
948	2.449045394
949	2.447746487
950	2.44687789
951	2.445493855
952	2.444240698
953	2.443143334
954	2.442287809
955	2.441113302
956	2.440642555
957	2.440194555
958	2.439364903
959	2.438954233
960	2.437827681
961	2.43674798
962	2.43553416
963	2.434534869
964	2.433793473
965	2.433543059
966	2.433048577
967	2.431531725
968	2.43084562
969	2.430082974
970	2.429366319
971	2.427256318
972	2.426127484
973	2.424680842
974	2.424063284
975	2.423459945
976	2.4230354
977	2.422946169
978	2.422135911
979	2.421633139
980	2.421297292
981	2.420393798
982	2.420156402
983	2.419016785
984	2.418430301
985	2.417806604
986	2.417270894
987	2.41659786
988	2.4160297
989	2.414501283
990	2.41396531
991	2.413282074
992	2.412769215
993	2.412218559
994	2.411497134
995	2.41069645
996	2.409999716
997	2.409355376
998	2.408355881
999	2.407278361
