iter	RMSE
330	1.394110591
331	1.393494997
332	1.391797674
333	1.390252488
334	1.387544613
335	1.38601627
336	1.384395557
337	1.382679143
338	1.381039169
339	1.379635249
340	1.377335669
341	1.375919203
342	1.374637366
343	1.373076499
344	1.371906123
345	1.370619787
346	1.369367699
347	1.366900999
348	1.365057068
349	1.364036261
350	1.362680581
351	1.361585161
352	1.359368274
353	1.357694277
354	1.356907532
355	1.355449979
356	1.353433036
357	1.352444616
358	1.351635524
359	1.350337893
360	1.349654232
361	1.348162924
362	1.34670174
363	1.345217567
364	1.343862735
365	1.342877075
366	1.341803352
367	1.340348761
368	1.339225281
369	1.337790655
370	1.336018127
371	1.335371077
372	1.333619817
373	1.333005719
374	1.331821085
375	1.330999275
376	1.328885982
377	1.327914633
378	1.327527298
379	1.326430999
380	1.32499007
381	1.323422609
382	1.321709885
383	1.32036072
384	1.319145769
385	1.31802433
386	1.317414015
387	1.315839266
388	1.314985437
389	1.314180729
390	1.312799741
391	1.312094969
392	1.311281422
393	1.31009766
394	1.309340083
395	1.308355382
396	1.307451887
397	1.306194565
398	1.305873664
399	1.305052751
400	1.303881098
401	1.303214736
402	1.302145732
403	1.301224658
404	1.299664459
405	1.298513932
406	1.297392459
407	1.296112341
408	1.295493415
409	1.29469237
410	1.294085665
411	1.292803367
412	1.291159561
413	1.290177751
414	1.289415463
415	1.288204561
416	1.287683496
417	1.287233264
418	1.285829652
419	1.284616978
420	1.283873112
421	1.282256837
422	1.28107137
423	1.279898787
424	1.279363052
425	1.278707
426	1.277826143
427	1.276291375
428	1.275169218
429	1.273817908
430	1.273112674
431	1.272383244
432	1.27190026
433	1.271115066
434	1.270090072
435	1.269140975
436	1.268704497
437	1.268434758
438	1.267929902
439	1.267498685
440	1.266377361
441	1.265526021
442	1.264338737
443	1.263832028
444	1.262617922
445	1.261731949
446	1.260886281
447	1.260427469
448	1.25988617
449	1.259482626
450	1.258368818
451	1.25794596
452	1.256849137
453	1.256236824
454	1.255420037
455	1.254622225
456	1.253779914
457	1.253279146
458	1.252564155
459	1.251268219
460	1.251016462
461	1.249956011
462	1.249359348
463	1.248752223
464	1.247682043
465	1.24637612
466	1.245518734
467	1.244434245
468	1.243434307
469	1.242250432
470	1.241577998
471	1.240796668
472	1.239950186
473	1.238826167
474	1.238160443
475	1.237616513
476	1.237154696
477	1.23643131
478	1.236041958
479	1.234973158
480	1.23425571
481	1.233240657
482	1.232961447
483	1.232371753
484	1.232146442
485	1.231443451
486	1.231268582
487	1.230445215
488	1.229779581
489	1.228819311
490	1.228149237
491	1.227599329
492	1.227134424
493	1.226677205
494	1.226236393
495	1.225762483
496	1.225186927
497	1.224301549
498	1.223775995
499	1.222786792
500	1.222067477
501	1.221364283
502	1.220541242
503	1.219749963
504	1.219313857
505	1.218770937
506	1.218392102
507	1.218033189
508	1.21755799
509	1.216953564
510	1.216584964
511	1.215605069
512	1.215291285
513	1.215042496
514	1.214653762
515	1.21389638
516	1.213524779
517	1.213210612
518	1.212791842
519	1.212083401
520	1.211423613
521	1.21101371
522	1.210389462
523	1.209941044
524	1.209249265
525	1.208674629
526	1.208024699
527	1.207443223
528	1.206639093
529	1.205765443
530	1.205205857
531	1.204723808
532	1.204269036
533	1.20354154
534	1.202991632
535	1.20225592
536	1.201752355
537	1.201273557
538	1.201077265
539	1.200713071
540	1.200192212
541	1.199520736
542	1.198693948
543	1.19841781
544	1.197981323
545	1.197598288
546	1.197118809
547	1.196932941
548	1.196240441
549	1.19583952
550	1.195243714
551	1.194542964
552	1.194192624
553	1.193837702
554	1.193365522
555	1.19274334
556	1.192368461
557	1.191615159
558	1.190558961
559	1.189873402
560	1.189517298
561	1.188865142
562	1.18783928
563	1.187434163
564	1.187199022
565	1.186616145
566	1.185801063
567	1.185232508
568	1.184882052
569	1.184550057
570	1.183896811
571	1.183657619
572	1.18323487
573	1.182920503
574	1.182406846
575	1.181917634
576	1.18157165
577	1.181347324
578	1.180927776
579	1.180505897
580	1.180052437
581	1.179512806
582	1.179400284
583	1.179053732
584	1.178375289
585	1.177984593
586	1.177364815
587	1.177067571
588	1.176540938
589	1.175908368
590	1.175351132
591	1.17480351
592	1.174236229
593	1.17366342
594	1.17317757
595	1.172408848
596	1.171810461
597	1.171493688
598	1.171203746
599	1.170991252
600	1.170512618
601	1.169435996
602	1.169140515
603	1.16863647
604	1.168402711
605	1.168097943
606	1.167597105
607	1.16739597
608	1.167091327
609	1.166695297
610	1.166220313
611	1.165720575
612	1.165322748
613	1.165040585
614	1.164535467
615	1.164162317
616	1.163252455
617	1.162333509
618	1.16208515
619	1.161528427
620	1.160946139
621	1.160718252
622	1.160603781
623	1.160445176
624	1.160119491
625	1.159605024
626	1.159029669
627	1.158764813
628	1.15795672
629	1.157484457
630	1.157028774
631	1.156511845
632	1.156058733
633	1.155661292
634	1.155221083
635	1.15506957
636	1.154553949
637	1.154295476
638	1.154021018
639	1.153713872
640	1.153579838
641	1.1528886
642	1.152712947
643	1.152183704
644	1.151991409
645	1.151745241
646	1.1512602
647	1.151052857
648	1.150556613
649	1.150067706
650	1.149335328
651	1.148881375
652	1.147982256
653	1.147396306
654	1.146933189
655	1.146488807
656	1.146241626
657	1.14560967
658	1.14550286
659	1.145024108
660	1.144881154
661	1.144424139
662	1.144173739
663	1.143642939
664	1.1433686
665	1.143013382
666	1.142595415
667	1.142076298
668	1.141893579
669	1.141395401
670	1.141046464
671	1.140954318
672	1.140640117
673	1.140393586
674	1.139983344
675	1.139635402
676	1.139378768
677	1.139247719
678	1.138792786
679	1.138486799
680	1.137935397
681	1.137253611
682	1.137001595
683	1.136559943
684	1.136113577
685	1.135768775
686	1.135481748
687	1.134703988
688	1.134639313
689	1.134299515
690	1.134076213
691	1.133740267
692	1.132827118
693	1.13259246
694	1.132196093
695	1.131809436
696	1.131429992
697	1.131124503
698	1.130876695
699	1.130731174
700	1.130667132
701	1.130257525
702	1.12984289
703	1.12960978
704	1.129473381
705	1.129277068
706	1.128698575
707	1.128518123
708	1.128144708
709	1.127770989
710	1.127549077
711	1.127391956
712	1.12657094
713	1.126013259
714	1.125815794
715	1.125633151
716	1.125427544
717	1.125157126
718	1.124793651
719	1.124446911
720	1.124143068
721	1.123989747
722	1.123605301
723	1.123240679
724	1.122898881
725	1.1225748
726	1.122245785
727	1.121760684
728	1.121260405
729	1.121023952
730	1.120734961
731	1.120556527
732	1.120353534
733	1.119838108
734	1.119665094
735	1.119204421
736	1.118714102
737	1.118460447
738	1.118293695
739	1.118032166
740	1.117414913
741	1.116825528
742	1.116061352
743	1.115675391
744	1.115615969
745	1.115197081
746	1.114716147
747	1.114280081
748	1.114189104
749	1.113884622
750	1.11344597
751	1.113280785
752	1.113105088
753	1.112846101
754	1.112139143
755	1.111655804
756	1.111485455
757	1.111286297
758	1.110746638
759	1.11055948
760	1.110009672
761	1.109802325
762	1.109440881
763	1.10906344
764	1.108605693
765	1.108119996
766	1.107905284
767	1.10728001
768	1.107066766
769	1.106786159
770	1.106703019
771	1.106326688
772	1.105916493
773	1.105797374
774	1.105524257
775	1.104950347
776	1.104759785
777	1.104177871
778	1.104013949
779	1.10358905
780	1.103318632
781	1.102499999
782	1.102183682
783	1.102030439
784	1.101828635
785	1.101600431
786	1.101366955
787	1.100962671
788	1.100908285
789	1.1006873
790	1.100288739
791	1.100057672
792	1.099870919
793	1.099638968
794	1.099321291
795	1.098987751
796	1.098718527
797	1.098623483
798	1.09847842
799	1.098198641
800	1.097796495
801	1.097715566
802	1.097292155
803	1.096959932
804	1.09667401
805	1.096447554
806	1.096288462
807	1.096190122
808	1.096116502
809	1.095863025
810	1.095710203
811	1.095631039
812	1.095505236
813	1.095256862
814	1.095142781
815	1.094965575
816	1.094768398
817	1.094576976
818	1.094440859
819	1.094075664
820	1.09384765
821	1.093358354
822	1.093231786
823	1.092732071
824	1.092387107
825	1.092116864
826	1.091994016
827	1.091341677
828	1.09102714
829	1.090866721
830	1.090712509
831	1.090591686
832	1.090422373
833	1.090180293
834	1.089965311
835	1.089760245
836	1.089184195
837	1.088914234
838	1.088334177
839	1.088234374
840	1.087721522
841	1.087463146
842	1.08711295
843	1.086843228
844	1.086526007
845	1.086023632
846	1.085671318
847	1.085509688
848	1.085047623
849	1.084861266
850	1.084700564
851	1.084551062
852	1.084385452
853	1.084013733
854	1.08384699
855	1.08370724
856	1.083561458
857	1.08343905
858	1.083145898
859	1.082846516
860	1.082370283
861	1.081981352
862	1.081875618
863	1.08162595
864	1.08125545
865	1.080900542
866	1.080795495
867	1.080699666
868	1.080341269
869	1.080190963
870	1.079737052
871	1.079532707
872	1.079388329
873	1.07924124
874	1.078652038
875	1.078337003
876	1.078107164
877	1.077726138
878	1.07738837
879	1.076921211
880	1.076791574
881	1.076655267
882	1.076555213
883	1.076091907
884	1.075970157
885	1.075780353
886	1.07571412
887	1.075160144
888	1.074676916
889	1.07444619
890	1.074314886
891	1.074062915
892	1.073673629
893	1.073446124
894	1.072649477
895	1.07224664
896	1.071881887
897	1.071517744
898	1.07109216
899	1.070963829
900	1.070763636
901	1.070569221
902	1.070264061
903	1.07010807
904	1.069886765
905	1.06942622
906	1.06912326
907	1.068995655
908	1.068410141
909	1.068307067
910	1.068136153
911	1.067989016
912	1.067534492
913	1.067098938
914	1.067025617
915	1.066708511
916	1.066548114
917	1.066319063
918	1.066087268
919	1.065841565
920	1.065677886
921	1.065568102
922	1.065427759
923	1.065150021
924	1.065023874
925	1.064383434
926	1.064190115
927	1.063969118
928	1.063828345
929	1.063613146
930	1.063249675
931	1.063117201
932	1.062900631
933	1.062498207
934	1.062396215
935	1.062236773
936	1.061921089
937	1.061800249
938	1.061286477
939	1.061207526
940	1.06097561
941	1.060611477
942	1.060497662
943	1.060318432
944	1.060207176
945	1.059598694
946	1.059479437
947	1.059401554
948	1.059142093
949	1.059040713
950	1.058834645
951	1.058591447
952	1.058509069
953	1.058148233
954	1.057811346
955	1.057717804
956	1.057500422
957	1.057281692
958	1.056894053
959	1.056690488
960	1.056409857
961	1.056194218
962	1.055719595
963	1.055520573
964	1.055459407
965	1.055083939
966	1.054951491
967	1.05485921
968	1.054709066
969	1.054292557
970	1.053987089
971	1.053784124
972	1.053647822
973	1.053503841
974	1.053331282
975	1.053253521
976	1.052924336
977	1.05280441
978	1.052641684
979	1.052180334
980	1.051986809
981	1.051784679
982	1.051612749
983	1.05143034
984	1.05117681
985	1.050923638
986	1.050817837
987	1.050715949
988	1.050455438
989	1.05026445
990	1.050143181
991	1.049935214
992	1.049556877
993	1.04933523
994	1.04929419
995	1.048981349
996	1.048808198
997	1.048783782
998	1.048529252
999	1.048460065
